name,card_type,mana_cost,converted_cost,rules_text,rarity,latest_set,all_sets,legal_formats,power,toughness
Anax and Cymede,"Legendary Creature  — Human Soldier
                                (3/2)","['1', 'Red', 'White']",3,"First strike, vigilance<i>Heroic</i> — Whenever you cast a spell that targets Anax and Cymede, creatures you control get +1/+1 and gain trample until end of turn.",Rare,Theros,"['Duel Decks: Heroes vs. Monsters (Rare)', 'Theros (Rare)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",3,2
"Anax, Hardened in the Forge","Legendary Enchantment Creature  — Demigod
                                (*/3)","['1', 'Red', 'Red']",3,"Anax's power is equal to your devotion to red. <i>(Each  in the mana costs of permanents you control counts toward your devotion to red.)</i>Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead.",Uncommon,Theros Beyond Death,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",*,3
Ancestor Dragon,"Creature  — Dragon
                                (5/6)","['4', 'White', 'White']",6,"FlyingWhenever one or more creatures you control attack, you gain 1 life for each attacking creature.",Rare,Global Series: Jiang Yanggu and Mu Yanling,1,"['Legacy', 'Vintage', 'Commander']",5,6
Ancestor's Chosen,"Creature  — Human Cleric
                                (4/4)","['5', 'White', 'White']",7,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i>When Ancestor's Chosen enters the battlefield, you gain 1 life for each card in your graveyard.",Uncommon,Ultimate Masters,"['Judgment (Uncommon)', 'Tenth Edition (Uncommon)', 'Ultimate Masters (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",4,4
Ancestor's Embrace,Enchantment  — Aura,[],0,,,,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",A,r
Ancestor's Prophet,"Creature  — Human Cleric
                                (1/5)","['4', 'White']",5,Tap five untapped Clerics you control: You gain 10 life.,Rare,Onslaught,1,"['Legacy', 'Vintage', 'Commander']",1,5
Ancestral Anger,Sorcery,['Red'],1,"Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.Draw a card.",Common,Innistrad: Crimson Vow,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",c,r
Ancestral Blade,Artifact  — Equipment,"['1', 'White']",2,"When Ancestral Blade enters the battlefield, create a 1/1 white Soldier creature token, then attach Ancestral Blade to it.Equipped creature gets +1/+1.Equip 1  <i>(: Attach to target creature you control. Equip only as a sorcery.)</i>",Common,Game Night: Free-For-All,"['Core Set 2020 (Uncommon)', 'Double Masters (Common)', 'Commander Legends (Common)', 'Game Night: Free-For-All (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",m,n
Ancestral Hot Dog Minotaur,Stickers,[],0,"2 — Afflict 2 <i>(Whenever this creature becomes blocked, defending player loses 2 life.)</i>3 — Flying2 — 1/45 — 8/6",Common,Unfinity,1,"['Legacy', 'Vintage', 'Commander', 'Pauper']",k,r
Ancestral Katana,Artifact  — Equipment,"['1', 'White']",2,"Whenever a Samurai or Warrior you control attacks alone, you may pay 1 . When you do, attach Ancestral Katana to it.Equipped creature gets +2/+1.Equip 3  <i>(: Attach to target creature you control. Equip only as a sorcery.)</i>",Common,Kamigawa: Neon Dynasty,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",m,n
Ancestral Knowledge,Enchantment,"['1', 'Blue']",2,"Cumulative upkeep 1  <i>(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)</i>When Ancestral Knowledge enters the battlefield, look at the top ten cards of your library, then exile any number of them and put the rest back on top of your library in any order.When Ancestral Knowledge leaves the battlefield, shuffle your library.",Rare,Weatherlight,1,"['Legacy', 'Vintage', 'Commander']",m,n
Ancestral Mask,Enchantment  — Aura,"['2', 'Green']",3,Enchant creatureEnchanted creature gets +2/+2 for each other enchantment on the battlefield.,Uncommon,Historic Anthology 2,"['Mercadian Masques (Common)', 'Eternal Masters (Uncommon)', 'Historic Anthology 2 (Uncommon)']","['Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",A,r
Ancestral Memories,Sorcery,"['2', 'Blue', 'Blue', 'Blue']",5,Look at the top seven cards of your library. Put two of them into your hand and the rest into your graveyard.,Rare,Portal,"['Classic Sixth Edition (Rare)', 'Seventh Edition (Rare)', 'Mirage (Rare)', 'Portal (Rare)']","['Legacy', 'Vintage', 'Commander']",c,r
Ancestral Recall,Instant,['Blue'],1,Target player draws three cards.,Bonus,Vintage Masters,"['Limited Edition Alpha (Rare)', 'Limited Edition Beta (Rare)', 'Unlimited Edition (Rare)', 'Vintage Masters (Bonus)']","['Legacy', 'Vintage', 'Commander']",t,n
Ancestral Statue,"Artifact Creature  — Golem
                                (3/4)",['4'],4,"When Ancestral Statue enters the battlefield, return a nonland permanent you control to its owner's hand.",Common,Jumpstart,"['Dragons of Tarkir (Common)', 'Jumpstart (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",3,4
Ancestral Tribute,Sorcery,"['5', 'White', 'White']",7,You gain 2 life for each card in your graveyard.Flashback 9 White White White  <i>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</i>,Rare,Odyssey,1,"['Legacy', 'Vintage', 'Commander']",c,r
Ancestral Vengeance,Enchantment  — Aura,"['Black', 'Black']",2,"Enchant creatureWhen Ancestral Vengeance enters the battlefield, put a +1/+1 counter on target creature you control.Enchanted creature gets -1/-1.",Common,Fate Reforged,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",A,r
Ancestral Vision,Sorcery,[],0,"Suspend 4—Blue  <i>(Rather than cast this card from your hand, pay  and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)</i>Target player draws three cards.",Mythic Rare,Time Spiral Remastered,"['Time Spiral (Rare)', 'Duel Decks: Jace vs. Chandra (Rare)', 'Duel Decks Anthology, Jace vs. Chandra (Rare)', 'Iconic Masters (Rare)', 'Time Spiral Remastered (Mythic Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",c,r
Anchor to Reality,Sorcery,"['2', 'Blue', 'Blue']",4,"As an additional cost to cast this spell, sacrifice an artifact or creature.Search your library for an Equipment or Vehicle card, put that card onto the battlefield, then shuffle. If it has mana value less than the sacrificed permanent's mana value, scry 2.",Uncommon,Kamigawa: Neon Dynasty,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",c,r
Anchor to the Aether,Sorcery,"['2', 'Blue']",3,Put target creature on top of its owner's library. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,Uncommon,Jumpstart 2022,"['Magic Origins (Uncommon)', 'Jumpstart 2022 (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",c,r
Ancient Amphitheater,Land,[],0,"As Ancient Amphitheater enters the battlefield, you may reveal a Giant card from your hand. If you don't, Ancient Amphitheater enters the battlefield tapped.Tap : Add Red  or White .",Rare,Commander Anthology 2018,"['Lorwyn (Rare)', 'Commander 2015 (Rare)', 'Commander Anthology 2018 (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",L,n
Ancient Animus,Instant,"['1', 'Green']",2,Put a +1/+1 counter on target creature you control if it's legendary. Then it fights target creature an opponent controls. <i>(Each deals damage equal to its power to the other.)</i>,Common,Commander Legends,"['Dominaria (Common)', 'Commander Legends (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Ancient Brass Dragon,"Creature  — Elder Dragon
                                (7/6)","['5', 'Black', 'Black']",7,"FlyingWhenever Ancient Brass Dragon deals combat damage to a player, roll a d20. When you do, put any number of target creature cards with total mana value X or less from graveyards onto the battlefield under your control, where X is the result.",Mythic Rare,Alchemy Horizons: Baldur's Gate,"[""Commander Legends: Battle for Baldur's Gate (Mythic Rare)"", ""Alchemy Horizons: Baldur's Gate (Mythic Rare)""]","['Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy']",7,6
Ancient Brontodon,"Creature  — Dinosaur
                                (9/9)","['6', 'Green', 'Green']",8,,Common,Ixalan,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",9,9
Ancient Bronze Dragon,"Creature  — Elder Dragon
                                (7/7)","['5', 'Green', 'Green']",7,"FlyingWhenever Ancient Bronze Dragon deals combat damage to a player, roll a d20. When you do, put X +1/+1 counters on each of up to two target creatures, where X is the result.",Mythic Rare,Alchemy Horizons: Baldur's Gate,"[""Commander Legends: Battle for Baldur's Gate (Mythic Rare)"", ""Alchemy Horizons: Baldur's Gate (Mythic Rare)""]","['Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy']",7,7
Ancient Carp,"Creature  — Fish
                                (2/5)","['4', 'Blue']",5,,Common,Dragons of Tarkir,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,5
Ancient Copper Dragon,"Creature  — Elder Dragon
                                (6/5)","['4', 'Red', 'Red']",6,"FlyingWhenever Ancient Copper Dragon deals combat damage to a player, roll a d20. You create a number of Treasure tokens equal to the result.",Mythic Rare,Alchemy Horizons: Baldur's Gate,"[""Commander Legends: Battle for Baldur's Gate (Mythic Rare)"", ""Alchemy Horizons: Baldur's Gate (Mythic Rare)""]","['Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy']",6,5
Ancient Crab,"Creature  — Crab
                                (1/5)","['1', 'Blue', 'Blue']",3,,Common,Amonkhet Remastered,"['Oath of the Gatewatch (Common)', 'Amonkhet (Common)', 'Amonkhet Remastered (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",1,5
Ancient Craving,Sorcery,"['3', 'Black']",4,You draw three cards and you lose 3 life.,Uncommon,Jumpstart 2022,"['Starter 1999 (Rare)', 'Portal Second Age (Rare)', 'Duel Decks: Sorin vs. Tibalt (Rare)', 'Commander 2015 (Rare)', 'Masters 25 (Uncommon)', 'Commander 2021 (Uncommon)', 'Innistrad: Crimson Vow Commander (Uncommon)', 'Jumpstart 2022 (Uncommon)']","['Legacy', 'Vintage', 'Commander']",c,r
Ancient Den,Artifact Land,[],0,Tap : Add White .,Common,The Brothers' War Commander,"['Mirrodin (Common)', 'Planechase (Common)', 'Time Spiral Remastered (Bonus)', 'Commander 2021 (Common)', ""The Brothers' War Commander (Common)""]","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",L,n
Ancient Excavation,Instant,"['2', 'Blue', 'Black']",4,"Draw cards equal to the number of cards in your hand, then discard a card for each card drawn this way.Basic landcycling 2  <i>(, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)</i>",Uncommon,Commander Anthology 2018,"['Commander 2016 (Uncommon)', 'Commander Anthology 2018 (Uncommon)']","['Legacy', 'Vintage', 'Commander']",t,n
Ancient Gold Dragon,"Creature  — Elder Dragon
                                (7/10)","['5', 'White', 'White']",7,"FlyingWhenever Ancient Gold Dragon deals combat damage to a player, roll a d20. You create a number of 1/1 blue Faerie Dragon creature tokens with flying equal to the result.",Mythic Rare,Alchemy Horizons: Baldur's Gate,"[""Commander Legends: Battle for Baldur's Gate (Mythic Rare)"", ""Alchemy Horizons: Baldur's Gate (Mythic Rare)""]","['Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy']",/,0
Ancient Greenwarden,"Creature  — Elemental
                                (5/7)","['4', 'Green', 'Green']",6,"ReachYou may play lands from your graveyard.If a land entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",Mythic Rare,Zendikar Rising,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",5,7
Ancient Grudge,Instant,"['1', 'Red']",2,Destroy target artifact.Flashback Green  <i>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</i>,Common,Historic Anthology 5,"['Time Spiral (Common)', 'Innistrad (Common)', 'Modern Masters 2017 Edition (Uncommon)', 'Secret Lair Drop (Rare)', 'Time Spiral Remastered (Common)', 'Historic Anthology 5 (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Ancient Hellkite,"Creature  — Dragon
                                (6/6)","['4', 'Red', 'Red', 'Red']",7,FlyingRed : Ancient Hellkite deals 1 damage to target creature defending player controls. Activate only if Ancient Hellkite is attacking.,Rare,Game Night: Free-For-All,"['Magic 2011 (Rare)', 'Game Night: Free-For-All (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",6,6
Ancient Hydra,"Creature  — Hydra
                                (5/1)","['4', 'Red']",5,"Fading 5 <I>(This creature enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)</I>1 , Remove a fade counter from Ancient Hydra: It deals 1 damage to any target.",Uncommon,Nemesis,1,"['Legacy', 'Vintage', 'Commander']",5,1
Ancient Kavu,"Creature  — Kavu
                                (3/3)","['3', 'Red']",4,2 : Ancient Kavu becomes colorless until end of turn.,Common,Invasion,1,"['Legacy', 'Vintage', 'Commander', 'Pauper']",3,3
Ancient Lumberknot,"Creature  — Treefolk
                                (1/4)","['2', 'Black', 'Green']",4,Each creature you control with toughness greater than its power assigns combat damage equal to its toughness rather than its power.,Uncommon,Innistrad: Crimson Vow,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",1,4
Ancient of the Equinox,"Creature  — Treefolk
                                (4/4)",[],0,,,,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",4,4
Ancient Ooze,"Creature  — Ooze
                                (*/*)","['5', 'Green', 'Green']",7,Ancient Ooze's power and toughness are each equal to the total mana value of other creatures you control.,Rare,Scourge,1,"['Legacy', 'Vintage', 'Commander']",*,*
